InvoiceLineId,InvoiceId,TrackId,UnitPrice,Quantity,created_at,updated_at
168,32,988,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
169,32,994,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
170,32,1000,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
171,32,1006,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
172,32,1012,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
173,32,1018,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
174,33,1027,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
175,33,1036,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
176,33,1045,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
177,33,1054,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
178,33,1063,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
179,33,1072,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
180,33,1081,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
181,33,1090,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
182,33,1099,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
183,33,1108,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
184,33,1117,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
185,33,1126,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
186,33,1135,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
187,33,1144,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
188,34,1158,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
189,35,1159,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
190,35,1160,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
191,36,1162,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
192,36,1164,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
193,37,1166,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
194,37,1168,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
195,37,1170,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
196,37,1172,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
197,38,1176,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
198,38,1180,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
199,38,1184,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
200,38,1188,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
201,38,1192,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
202,38,1196,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
203,39,1202,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
204,39,1208,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
205,39,1214,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
206,39,1220,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
207,39,1226,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
208,39,1232,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
209,39,1238,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
210,39,1244,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
211,39,1250,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
212,40,1259,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
213,40,1268,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
214,40,1277,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
215,40,1286,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
216,40,1295,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
217,40,1304,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
218,40,1313,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
219,40,1322,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
220,40,1331,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
221,40,1340,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
222,40,1349,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
223,40,1358,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
224,40,1367,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
225,40,1376,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
226,41,1390,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
227,42,1391,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
228,42,1392,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
229,43,1394,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
230,43,1396,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
231,44,1398,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
232,44,1400,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
233,44,1402,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
234,44,1404,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
235,45,1408,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
236,45,1412,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
237,45,1416,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
238,45,1420,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
239,45,1424,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
240,45,1428,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
241,46,1434,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
242,46,1440,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
243,46,1446,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
244,46,1452,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
245,46,1458,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
246,46,1464,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
247,46,1470,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
248,46,1476,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
249,46,1482,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
250,47,1491,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
251,47,1500,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
252,47,1509,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
253,47,1518,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
254,47,1527,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
255,47,1536,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
256,47,1545,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
257,47,1554,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
258,47,1563,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
259,47,1572,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
260,47,1581,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
261,47,1590,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
262,47,1599,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
263,47,1608,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
264,48,1622,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
265,49,1623,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
266,49,1624,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
267,50,1626,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
268,50,1628,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
269,51,1630,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
270,51,1632,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
271,51,1634,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
272,51,1636,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
273,52,1640,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
274,52,1644,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
275,52,1648,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
276,52,1652,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
277,52,1656,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
278,52,1660,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
279,53,1666,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
280,53,1672,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
281,53,1678,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
282,53,1684,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
283,53,1690,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
284,53,1696,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
285,53,1702,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
286,53,1708,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
287,53,1714,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
288,54,1723,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
289,54,1732,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
290,54,1741,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
291,54,1750,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
292,54,1759,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
293,54,1768,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
294,54,1777,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
295,54,1786,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
296,54,1795,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
297,54,1804,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
298,54,1813,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
299,54,1822,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
300,54,1831,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
301,54,1840,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
302,55,1854,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
303,56,1855,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
304,56,1856,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
305,57,1858,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
306,57,1860,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
307,58,1862,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
308,58,1864,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
309,58,1866,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
310,58,1868,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
311,59,1872,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
312,59,1876,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
313,59,1880,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
314,59,1884,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
315,59,1888,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
316,59,1892,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
317,60,1898,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
318,60,1904,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
319,60,1910,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
320,60,1916,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
321,60,1922,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
322,60,1928,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
323,60,1934,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
324,60,1940,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
325,60,1946,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
326,61,1955,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
327,61,1964,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
328,61,1973,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
329,61,1982,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
330,61,1991,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
331,61,2000,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
332,61,2009,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
333,61,2018,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
334,61,2027,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
335,61,2036,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
336,61,2045,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
337,61,2054,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
338,61,2063,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
339,61,2072,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
340,62,2086,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
341,63,2087,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
342,63,2088,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
343,64,2090,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
344,64,2092,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
345,65,2094,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
346,65,2096,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
347,65,2098,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
348,65,2100,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
349,66,2104,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
350,66,2108,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
351,66,2112,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
352,66,2116,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
353,66,2120,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
354,66,2124,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
355,67,2130,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
356,67,2136,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
357,67,2142,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
358,67,2148,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
359,67,2154,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
360,67,2160,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
361,67,2166,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
